""	"AMR.Gene.Family"	"AMR1A"	"AMR1H"	"AMR2A"	"AMR3A"	"AMR3H"	"AMR4A"	"AMR5A"	"AMR5H"	"AMR6A"	"AMR7A"	"AMR7H"	"AMR9H"	"AMR10A"
"219"	"YEM beta-lactamase"	0.0149958169563227	0.0110487063806279	0.0150148346566408	0.00781893746654397	0.0213957830856609	0.0258189007942709	0.0101254104407447	0.00522128078017538	0.0116834838024429	0.00733155746719128	0.0710189443033929	0.00698160552286065	0.0214905311417333
"220"	"YRC Beta-lactamase"	1.29085719547003	0.754945886535897	0.442672151952028	1.95674161674317	2.53908505968922	0.896822067608812	0.736780732313636	0.620640821384316	1.32395708595029	1.85803313033752	0.811508971363097	1.37083539555602	0.813325756499503
"221"	"ZOG beta-lactamase"	0.235432607416127	0.0369895887840349	0.075857776394616	0.144721733399466	0.0593059754386472	0.0707773616868218	0.0679766330323951	0.0415454923140839	0.146476572625748	0.0546207961494392	0.268306025163458	0.0441981973449511	0.116625234017739
"222"	"amp acetyltransferase"	0.060145672819569	0.0615939210041754	0.107352271723548	0.0896822067608812	0.0591745155086543	0.0559391042662418	0.0977540995625504	0.075457628322355	0.0505139693712859	0.0833572117012686	0.275844106643936	0.100052174446797	0.0894884145535789
"223"	"ampC-type beta-lactamase"	0.789050545916647	0.29080235631442	0.0988432923977454	0.120089457944034	0.0538148344839795	0.517485764559251	0.126946362942315	0.0308012008361499	0.0781473859699393	0.0406465564868747	0.284811097811742	0.0762753600557351	0.0947294346908212
"224"	"blaF family beta-lactamase"	0.139286175337514	0.00867892323492399	0.013923415413801	0.0173482032218092	0.00061096312226594	0.0825595227526943	0.00657092284504532	0	0.00868178876418683	0.00429671914802197	0.106305029369017	0.00330801200507629	0.0239892113384683
"225"	"blaS"	0.19527577278579	0.0655560809066464	0.073287307488051	0.256604511351695	0.414573087371056	0.180700378238746	0.212951626768085	0.121150415936607	0.222815578675997	0.193391070377533	0.0724755357475806	0.143286910967608	0.233049551906182
"226"	"capreomycin phosphotransferase"	0.0797695674749016	0.0718711276332094	0.10386373078521	0.148252046233333	0.22176864602028	0.216858996066582	0.0473552114410191	0.0675198723260596	0.141139445772423	0.0360874036917414	0.141990196841204	0.105313937450316	0.0525557018114841
"227"	"chloramphenicol acetyltransferase (CAT)"	3.77482740308019	3.63217576187101	4.83994105427623	2.45793582672476	9.07616765219203	3.32315196287351	5.62195009667618	1.88346085932902	3.56994641020552	5.6530252340569	6.2440973236671	2.39441848803514	1.399303249087
"228"	"chloramphenicol phosphotransferase"	0.359246315892373	0.22104646414431	0.0669412764838992	0.181041444163693	0.0919480355479787	0.258416965902464	0.0894884145535789	0.0318772065943716	0.118000985502736	0.0917250422954362	0.139344934160724	0.0426404597047656	0.0839086563993627
"229"	"class A Bacillus anthracis Bla beta-lactamase"	0.488255242085826	0.0517460174047319	0.0377712365521373	0.0367002888667898	0.00736580425375196	0.230627860326002	0.00481165382556552	0.00194507118960554	0.0264983455520149	0.00964324803880443	0.0907922713441607	0.0127456186935741	0.0354358610914245
"230"	"class A Bacillus cereus Bc beta-lactamase"	0.904733939227177	1.00940373544505	0.47631450174425	1.56707485498573	1.10329005056996	0.582811569621624	1.53466116859877	0.831640383478621	1.22228168891846	0.548814624227323	0.571782616392282	1.06063198025367	1.44346004296646
"231"	"class A LRA beta-lactamase"	0.644715934251999	0.152720556897287	0.113556148912009	0.126725204502048	0.0303735647738823	0.451904873051687	0.0903661527799482	0.0448411033804406	0.0365489654612276	0.0368206762258807	0.450890784232264	0.100314258828543	0.0825472182408818
"232"	"class A Mycobacterium abscessus beta-lactamase"	0.0244668592445265	0.0153454255286499	0.0330326362446097	0.0234568123996319	0.0661324204465883	0.0618294729547014	0.0313405561261144	0.0124730596415301	0.0247831474597274	0.0329920086023608	0.192638886422953	0.0217661819242126	0.0612154523431191
"233"	"class A Mycobacterium tuberculosis bla beta-lactamase"	0.181689838259215	0.0582575584677662	0.0168407883894793	0.050571850929744	0.0156272294281113	0.0911286939667019	0.00580142308908375	0.00920516905647017	0.0323810454800948	0.0159792624682634	0.0846006316299585	0.0221417593581495	0.0331486480087134
"234"	"class C LRA beta-lactamase"	0.631824242351443	0.0845046703114944	0.097253559480277	0.179373416044409	0.0554486762231255	0.169981696510154	0.0191184280403611	0.0256604511351695	0.090549153986826	0.0266943740579966	0.328219021073745	0.0422250635349087	0.0791823957278335
"235"	"class C LRA beta-lactamase; class D LRA beta-lactamase"	0.245995801832037	0.212012759667004	0.149477846703674	0.118611950877294	0.0675865789878257	0.158966188705966	0.12035973508639	0.0994265220247501	0.0866540450190351	0.156946000156295	0.40054616343862	0.114169965933155	0.126725204502048
"236"	"cpa acetyltransferase"	0.00842864182162401	0.000679444757743972	0.00530378642134244	0.00116028461781675	0.000708089927420782	0.020161783034776	0.00177547360758482	0.001232048033446	0.00911719502982625	0.00315701409606794	0.0386704723321978	0.00060059338626563	0.00511238218966337
"237"	"fosC phosphotransferase family"	0.180732305559896	0.0376086673513373	0.023205692356335	0.048858204992034	0.0360468242136905	0.165119045505389	0.0238195953132893	0.0169319336268202	0.0217044719104671	0.0325323021207378	0.0912901947123758	0.0150364182048922	0.0408464949817163
"238"	"fosfomycin thiol transferase"	2.85006195786865	0.662812587927819	0.514073287307488	1.77790268579389	1.65385366546526	1.71213608381212	1.36562556982469	0.52603747375732	1.50385170180769	1.28226687967712	1.18787703818649	1.52039731320833	1.64901242704462
"239"	"fusidic acid inactivation enzyme"	0.383474066188436	0.288192600460258	0.631735868422982	1.28455515508762	1.82219904146663	0.76844929537107	0.391075121150416	0.526041187122119	0.756147073308429	0.28749631607754	0.90575481729298	0.790194253256239	0.349567741406661
"240"	"gimA family macrolide glycosyltransferase"	0.123915737298637	0.106307583274274	0.110079363670259	0.0677626418395298	0.0436322904998828	0.11246862717242	0.0534020808397017	0.0294290759270159	0.0315764782302737	0.0661324204465883	0.19839786926124	0.0405016417629786	0.0411901039324946
"241"	"lincosamide nucleotidyltransferase (LNU)"	1.99846037293189	1.47275535749161	0.526905875637071	1.45679752012295	1.16296506763903	1.6026762422122	0.972360692364056	0.309148758292585	1.47825410410021	1.00421935194559	1.21842438970294	0.433366304754556	0.457780138077536
"242"	"macrolide esterase"	1.74795376666726	0.321564536729405	0.559405037901482	0.509068522990955	1.13372003805666	0.962751198183806	0.245695073467939	0.462926943126118	0.857459284272892	0.377050998317253	0.371581148855814	0.302000354044964	0.621960458466727
"243"	"macrolide phosphotransferase (MPH)"	3.44562766687064	2.55346583656777	1.42144559675459	2.91501703342234	4.84618803377737	2.18058136807347	2.29712907492414	1.94321200714776	3.02315826016519	0.969127727031441	2.50734643299699	2.32165986461057	3.60421142339719
"244"	"mgt macrolide glycotransferase"	0.949490739534762	0.501175987750785	0.523585919037535	0.972961285750321	0.727461912752687	0.966052024170751	1.37315785540057	0.580523531936027	0.645408318660567	0.510178792706674	0.729489967985532	1.04841716527884	0.519513587436396
"245"	"nitroimidazole reductase"	2.83342015122098	3.36064819077433	5.75308404703847	3.03946157593692	28.7825151067196	9.05563973121165	3.56173366313242	2.16015988722034	6.15294742432289	5.04044575869401	7.73751398185466	3.98731811890906	4.35541431139128
"246"	"ole glycosyltransferase"	2.19685111868152	0.736327491561663	0.283586847344268	0.802666044243886	0.958017108419	1.1268135333343	0.208851231207015	0.209594618516552	0.599354822942887	0.549509081547503	0.711713080653971	0.530099768162755	0.398178402866569
"247"	"rifampin ADP-ribosyltransferase (Arr)"	0.619211781239865	0.138335047485009	0.192562047770948	0.317980146624179	0.128255198916099	0.215522867759461	0.0810762966896796	0.125858403186784	0.336452248637324	0.109241592298878	0.338638672536404	0.111284746886395	0.213608323358807
"248"	"rifampin glycosyltransferase"	0.0962330765113104	0.0330662102232942	0.0387283511914064	0.0453232657823808	0.000870213463362563	0.0584174190122145	0.0061096312226594	0.000887736803792412	0.01232048033446	0.0104196514626586	0.053669239633155	0.00859343829604395	0.0306302626995472
"249"	"rifampin monooxygenase"	3.4064680100625	1.0708049382045	0.513985120468276	0.666583512935723	0.5246946362188	1.91659131454825	0.964969905722351	0.346205497398325	0.805569303706791	0.39778377610456	1.88196298683362	0.625818308488787	0.505524380048477
"250"	"rifampin phosphotransferase"	3.7022944849469	1.43684395778186	0.677316145650528	1.29297220747035	2.01678926659987	3.7666672584912	1.20699639009926	1.17872307171325	1.77305804170416	1.73832980388546	2.67864650274471	0.808658571059105	2.14671023626131
"251"	"streptogramin vat acetyltransferase"	1.34571526381516	0.29645271985218	0.313683837847407	0.934162613944622	1.42836851730199	0.926089438473574	0.870692125348407	0.325961705419015	0.98579013596047	0.745936985741913	0.570180978329514	0.747555693871729	0.90502041731497
"252"	"streptogramin vgb lyase"	2.13086270062046	2.21986192246415	2.90024194139642	9.07622108197362	3.97622968660805	4.617859282607	2.92378967972092	3.97630666298376	5.23417136130497	2.49363959509933	4.06973728571799	5.34179468538311	3.42817467779497
"253"	"streptothricin acetyltransferase (SAT)"	0.474420251371924	0.403846623817786	0.40125703531417	0.455857772375019	0.568522232931308	0.49209957222459	0.599085412638492	0.338734669853816	0.305239289559313	0.67753313104593	1.12040440551981	0.386212083954117	0.306605210258076
"254"	"subclass B1 Bacillus anthracis Bla beta-lactamase"	0.12341455069772	0.0541519450313371	0.00369614410033799	0.0273515850894788	0.0106549225742293	0.0810238467912715	0.0144142412703751	0.00330801200507629	0.00518685650561477	0.0149477846703674	0.0308583937241742	0.00377092500790444	0.0152239334395468
"255"	"subclass B1 Bacillus cereus Bc beta-lactamase"	0.569927028034728	0.172076042004624	0.203183203521842	0.187842338716042	0.361538225454992	0.318314494720784	0.157581662787271	0.170517907622086	0.396116293764735	0.263742833861301	0.182454756151684	0.207116303770579	0.307925413622034
"256"	"subclass B1 Bacteroides xylanisolvens crx beta-lactamase"	0.152363273469488	0.056656854828206	0.0177582042903822	0.0368290212687598	0.00300296693132815	0.0556347473581013	0.0097253559480277	0.00407666854646383	0.0163935216659675	0.004641138471267	0.055231014338821	0.0128302255675847	0.045274576993413
"257"	"subclass B1 PEDO beta-lactamase"	0.147177576910052	0.0209152183864501	0.0184145106343799	0.0330326362446097	0.0060145672819569	0.0849347752794419	0.00679444757743972	0.00819676083298377	0.0069617077069005	0.00743494423791822	0.0317700823578289	0.0204179464872255	0.00985638426756798
"258"	"subclass B3 LRA beta-lactamase"	0.853972312986378	0.651259859435902	0.52371743282363	0.398465082429645	1.21761456469307	1.29094503971355	0.484573213949923	0.201309381191206	0.580279695521331	0.510765170214326	2.05954938479839	0.422592475471977	0.666857693610149
"259"	"subclass B3 PEDO beta-lactamase"	0.721234999846546	0.413808843137019	0.626417182415811	0.294354106693638	6.83725259717759	0.418516964884112	0.737070803468091	0.0909895556735705	2.42857841100711	3.14436375903272	1.26325991695996	0.217510224282998	0.48696942431848
"260"	"tetracycline inactivation enzyme"	7.57228141403707	1.66453149528157	4.17023263051428	5.0883617907446	7.6673465156534	3.52958580739855	1.88387325190299	2.46095945648721	7.69934129929159	1.94252906606652	6.61387376592253	2.17755047276286	3.83205966301446
"261"	"viomycin phosphotransferase"	0.275467181513626	0.156902409294847	0.0604705834392135	0.0911286939667019	0.0150837000316178	0.166401132943884	0.051320902270339	0.0310707881327344	0.0353187102921186	0.0579593112610383	0.160218465375448	0.0638369701991836	0.0564557783089693
